index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
a6d7b0c15a5ba4482d6345a1627ebf9e,2025-10-02T04:30:00Z,'wildfire disaster',www.independent.ie,en,0,The Lost Bus review: McConaughey and Ferrara ride to the rescue in solid wildfire disaster,"For the briefest of seconds, a character in this wildfire disaster tale hints at the broader climactic devastation we are inviting upon ourselves. It suggests the influence of producer Jamie Lee Curtis, who has long championed this cause.",https://www.independent.ie/entertainment/movies/movie-reviews/the-lost-bus-review-mcconaughey-and-ferrara-ride-to-the-rescue-in-solid-wildfire-disaster/a68878203.html,https://focus.independent.ie/thumbor/nxrpYrDO5dEdnKudfjsWxiRl7Nc=/60x0:735x450/629x0/prod-mh-ireland/a5406f5d-6caa-499f-99b5-0233a5ad8ec3/c54c9f67-c155-4d66-99bb-043dd788d642/video/video.jpg,,"For the briefest of seconds, a character in this wildfire disaster tale hints at the broader climactic devastation we are inviting upon ourselves. It suggests the influence of producer Jamie Lee Curt… [+943 chars]",
95753be172c5117460a2c5a06269cca5,2025-10-02T05:07:36Z,'wildfire climate change',www.nakedcapitalism.com,en,0,How Climate Change Is Driving Home Insurance Turmoil,Climate-fueled storms and wildfires are increasing costs and pushing insurers to the limit. What happens if the market breaks?,https://www.nakedcapitalism.com/2025/10/how-climate-change-is-driving-home-insurance-turmoil.html,https://www.nakedcapitalism.com/wp-content/uploads/2025/10/Screenshot-2025-10-01-at-11.13.37 PM.png,,"This is Naked Capitalism fundraising week. 554 donors have already invested in our efforts to combat corruption and predatory conduct, particularly in the financial realm. Please join us and particip… [+16986 chars]",
5d712587aa70568d7a7751ce33b41f03,2025-10-02T06:38:20Z,'bushfire',www.abc.net.au,en,0,"Review highlights 'near misses' in bushfire that killed 37,000 cattle","The fire threatened communities, destroyed more than 3,500km of fencing and cost the NT's cattle industry an estimated $120 million.",https://www.abc.net.au/news/2025-10-02/barkly-fire-killed-thousands-of-cattle-review-finds/105842564,https://live-production.wcms.abc-cdn.net.au/7923ce613dc96bcf83586d05ec0d64dc?impolicy=wcms_watermark_news&cropH=864&cropW=1536&xPos=0&yPos=775&width=862&height=485&imformat=generic,,"An independent review into the 2023 bushfires that burnt more than 2.7 million hectares in the Barkly region of the Northern Territory has highlighted a wide range issues, but not ""assigned blame"". … [+4250 chars]",
5568ee074630e1144cbe82eabc880c25,2025-10-02T06:55:37Z,'wildfire',finance.yahoo.com,en,0,PG&E (PCG) Gains BBB- Rating Amid Wildfire Risk Improvements,"PG&E Corporation (NYSE:PCG) ranks among the top picks for a retirement portfolio. With a stable outlook, Fitch Ratings raised PG&E Corporation (NYSE:PCG...",https://finance.yahoo.com/news/pg-e-pcg-gains-bbb-065537202.html,https://media.zenfs.com/en/insidermonkey.com/01809ee741dfc10f86e333861716117f,,"PG&amp;E Corporation (NYSE:PCG) ranks among the top picks for a retirement portfolio. With a stable outlook, Fitch Ratings raised PG&amp;E Corporation (NYSE:PCG) from BB+ to investment grade BBB- on … [+1425 chars]",
63c20c5a0c77c23bd78af13a8159eac4,2025-10-02T07:10:14Z,'bushfire',www.abc.net.au,en,0,Emergency warning issued as bushfire threatens buildings in northern NSW,"A day into the bushfire season, an emergency warning has been issued for a blaze threatening more than a dozen buildings in the Clarence Valley.",https://www.abc.net.au/news/2025-10-02/coutts-crossing-bushfire-emergency-nsw-north-coast/105845190,https://live-production.wcms.abc-cdn.net.au/c4ef0a3b8fde07bb2b34de6c1b9f58b2?impolicy=wcms_watermark_news&cropH=844&cropW=1500&xPos=0&yPos=100&width=862&height=485&imformat=generic,,"The Rural Fire Service (RFS) is fighting a bushfire that is threatening homes on the New South Wales North Coast.
An emergency alert has been issued for the blaze at Kangaroo Creek Road in Coutts Cr… [+1890 chars]",
7b25137f16fdafc10ef0a0e9f89cd38f,2025-10-02T14:35:42Z,'wildfire hectar',www.cbc.ca,en,0,Lake George fire continues burning out of control,"The wildfire near Aylesford, N.S., is estimated at 245 hectares, based on a more accurate measurement compared with Wednesday's estimated 290 hectares.",https://www.cbc.ca/news/canada/nova-scotia/lake-george-fire-continues-burning-out-of-control-1.7649010,https://i.cbc.ca/1.7649069.1759412289!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/lake-george-fire.jpg?im=Resize%3D620,,"A fire in Kings County continues to burn, as crews face challenging conditions and another dry and windy day.
The Lake George fire south of Aylesford, N.S., is estimated at 245 hectares, based on a … [+2489 chars]",
26a32847860881ec2b3b7f4cb48ed3b6,2025-10-02T15:36:22Z,'wildfire',www.mediaite.com,en,0,Mike Johnson Stuns Political World by Appearing to Agree Trump Is ‘Unwell’,"The clip quickly spread like wildfire across social media, with both right and left-leaning accounts posting it.
The post Mike Johnson Stuns Political World by Appearing to Agree Trump Is ‘Unwell’ first appeared on Mediaite.",https://www.mediaite.com/media/news/mike-johnson-stuns-political-world-by-appearing-to-agree-trump-is-unwell/,https://www.mediaite.com/wp-content/uploads/2025/04/mike-johnson.jpg,,"Speaker of the House Mike Johnson (R-LA) raised eyebrows across the political world this week with an answer he gave to Rep. Madeleine Dean (D-PA), who confronted Johnson on Capitol Hill over Preside… [+3703 chars]",
b1f374cfdd11c213645085ebc84aabee,2025-10-02T17:26:08Z,'wildfire smoke',www.livescience.com,en,0,"Wildfire-smoke-related deaths in the US could climb to 70,000 per year by 2050 due to climate change, study finds","The number of deaths from exposure to wildfire smoke in the U.S. could rise by more than 70% in the next 25 years. The human and economic costs involved would be astronomical, researchers say.",https://www.livescience.com/health/viruses-infections-disease/wildfire-smoke-related-deaths-in-the-us-could-climb-to-70-000-per-year-by-2050-due-to-climate-change-study-finds,https://cdn.mos.cms.futurecdn.net/u7k7UPoMs4V4znq9sZxGcD-1600-80.png,,"Deaths resulting from exposure to wildfire smoke could cost the U.S. economy more by 2050 than all other climate-related harms combined, a new study suggests.
Wildfire smoke pollution is estimated t… [+5584 chars]",
fffbd67f31de055e724dcdf65f8c8d62,2025-10-02T17:51:27Z,'wildfire',www.vox.com,en,0,"The surging price tag of wildfires, in one chart","The modern age of burning has been ignited by human hands.  Though wildfires are natural and necessary in many ecosystems, their expanding path of destruction in recent years has been worsened by all the different ways humanity has reshaped the environment. C…",https://www.vox.com/climate/463556/wildfire-insurance-climate-science-los-angeles-fire-insurance,https://platform.vox.com/wp-content/uploads/sites/2/2025/10/GettyImages-2192444674.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,,"The wildfires in Los Angeles earlier this year were likely the costliest blazes on record.


The modern age of burning has been ignited by human hands. 

Though wildfires are natural and necessary i… [+10195 chars]",
1ff824f9eda8db53ce15e3b8bfe04585,2025-10-02T19:16:13Z,'wildfire climate change',phys.org,en,0,Study shows the world is far more ablaze now with damaging fires than in the 1980s,"Earth's nastiest and costliest wildfires are blazing four times more often now than they did in the 1980s because of human-caused climate change and people moving closer to wildlands, a new study found.",https://phys.org/news/2025-10-world-ablaze-1980s.html,https://scx2.b-cdn.net/gfx/news/hires/2025/study-shows-the-world.jpg,,"Earth's nastiest and costliest wildfires are blazing four times more often now than they did in the 1980s because of human-caused climate change and people moving closer to wildlands, a new study fou… [+5815 chars]",
4f0b646f7a49a5d706d38d5e4ae8d5cb,2025-10-02T20:11:09Z,'wildfire',abcnews.go.com,en,0,Study shows the world is far more ablaze now with damaging fires than in the 1980s,A new study shows that the world's most damaging wildfires are happening four times more often now compared to the 1980s,https://abcnews.go.com/US/wireStory/study-shows-world-ablaze-now-damaging-fires-1980s-126159726,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg,,"WASHINGTON -- Earths nastiest and costliest wildfires are blazing four times more often now than they did in the 1980s because of human-caused climate change and people moving closer to wildlands, a … [+5085 chars]",
c6c35c39fa54ed07b1ade412ce77c1a7,2025-10-02T22:32:55Z,'bushfire',www.abc.net.au,en,0,Brisbane bushfire warning issued as more than 100 fires burn across state,"Queensland firefighters respond to more than 100 active incidents following unusually hot October temperatures, while one city breaks an October heat record.",https://www.abc.net.au/news/2025-10-03/brisbane-bushfire-warning-issued-after-unusually-hot-weather/105847132,https://live-production.wcms.abc-cdn.net.au/5b3ff906f9aba30ffb1d4b68206043fe?impolicy=wcms_watermark_news&cropH=576&cropW=1024&xPos=0&yPos=0&width=862&height=485&imformat=generic,,"Queensland firefighters are responding to more than 100 incidents across the state, including a bushfire at Brisbane's Enoggera Reservior. 
A Prepare to Leave advisory has been issued for residents … [+2634 chars]",
20f0b388307eb0126fd570b8ebdb4a05,2025-10-02T23:00:42Z,'wildfire insurance',www.cbc.ca,en,0,What insurance data reveals about how bad wildfires are getting,Scientists tapped into 44 years of data to show how these societally destructive wildfires — ones that kill people and cause huge financial losses — are growing all across the world and are becoming much more common because of climate change.,https://www.cbc.ca/news/science/insurance-data-wildfires-climate-change-1.7649790,https://i.cbc.ca/1.7649832.1759440529!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/wea-top-stories-20161228.jpg?im=Resize%3D620,,"Jasper, Lytton, Los Angeles, Fort McMurray the last few years have been filled with unprecedented fire disasters, taking lives and destroying communities and economies.
Now, scientists have the data… [+4754 chars]",
4a53245c5fc2a2f3c98307845bfec932,2025-10-03T02:57:01Z,'wildfire',www.sciencedaily.com,en,0,Scientists just recreated a wildfire that made its own weather,"In 2020, California’s Creek Fire became so intense that it generated its own thunderstorm, a phenomenon called a pyrocumulonimbus cloud. For years, scientists struggled to replicate these explosive fire-born storms in climate models, leaving major gaps in und…",https://www.sciencedaily.com/releases/2025/10/251002074001.htm,https://www.sciencedaily.com/images/1920/developing-pyrocumulonimbus-cloud-oregon-gulch-fire.webp,,"On September 5, 2020, California's Creek Fire grew so severe that it began producing it's own weather system. The fire's extreme heat produced an explosive thunderhead that spewed lightning strikes a… [+3292 chars]",
b102925eb85f64ad911a26ea6ce6969b,2025-10-03T12:00:00Z,'wildfire hot',www.theatlantic.com,en,0,"Photos of the Week: Polar Bears, Sports Fans, Water Forest","See images from the past week, including a golfing cholita in Bolivia, a 90-minute “space out"" competition in Japan, a torchlight procession in Spain, a wildfire in Namibia, soapbox racing in Colombia, and much more",https://www.theatlantic.com/photography/archive/2025/10/photos-of-the-week/684435/,https://cdn.theatlantic.com/thumbor/P2tV1UpE-ZRWQzqDkH3ixYoFrcI=/0x166:2036x1226/1200x625/media/img/mt/2025/10/a00_G_2238017858/original.jpg,,"Darrian Traynor / Getty
Maialen Chourraut of Spain competes in the women’s kayak-cross time trials during the 2025 ICF Slalom World Championships at Penrith Whitewater Stadium on September 29, 2025,… [+5718 chars]",
1a8854b4a738a5564b36b46a08db9a6c,2025-10-03T13:05:12Z,'wildfire residents',www.cbc.ca,en,0,Small Point-Adam's Cove-Blackhead-Broad Cove defers election as fire cleanup continues,"As residents of most municipalities in Newfoundland and Labrador went to the polls on Thursday night, those along Conception Bay's north shore went to a meeting and talked about getting their lives back on track following a massive wildfire.",https://www.cbc.ca/news/canada/newfoundland-labrador/kingston-fire-deferred-election-1.7650105,https://i.cbc.ca/1.7627179.1757185967!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/kingston-wildfire-afterman.jpg?im=Resize%3D620,,"As residents of most municipalities in Newfoundland and Labrador went to the polls on Thursday night, those along Conception Bay's north shore gathered to talk about getting their lives back on track… [+2326 chars]",
5520692cb2b24d4300eea94ef4c5be94,2025-10-03T17:38:58Z,'wildfire',gizmodo.com,en,0,"10% of Earth’s Land Is at Risk of Wildfire Disaster, Study Finds","A new study found that climate change has driven a surge of “societally disastrous” wildfires over the last four decades, with 43% of the most costly events occurring in the last 10 years.",https://gizmodo.com/10-of-earths-land-is-at-risk-of-wildfire-disaster-study-finds-2000667312,https://gizmodo.com/app/uploads/2025/08/Los_Angeles_Palisades_Fire-1200x675.jpg,,"In January, firefighters spent nearly a month battling more than a dozen wildfires across Los Angeles. Despite their best efforts, the two largestthe Eaton and Palisades firesnow rank as the second- … [+3663 chars]",
77b80a7009f8ac5f82fd009cc55482a9,2025-10-03T18:15:00Z,'wildfire',decider.com,en,0,"Stream It Or Skip It: ‘The Lost Bus’ on Apple TV+, a True-Story Wildfire Saga Starring Matthew McConaughey as a Hero Bus Driver","The star plays real-life hero Kevin McKay, who piloted a busful of schoolchildren through the devastating Paradise, Calif. wildfires in 2018.",https://decider.com/2025/10/03/the-lost-bus-apple-tv-plus-movie-review-stream-it-or-skip-it/,https://decider.com/wp-content/uploads/2025/09/THE-LOST-BUS-TIFF-2025-MOVIE-REVIEW.jpg?quality=75&strip=all&w=1200,,The Lost Bus (now streaming on Apple TV+) finds director Paul Greengrass shaky-camming his way through a rigorously intense BOATS (Based On A True Story) movie again. The filmmaker behind United 93 a… [+8161 chars],
a45caff410fcd343e8567b98c5548f00,2025-10-03T19:33:58Z,'wildfire',screenrant.com,en,0,The Lost Bus Cast Guide: Real-Life Inspirations Behind The Characters,"The Lost Bus features stars like Matthew McConaughey and America Ferrera, but they play real-life heroes who escaped a California wildfire.",https://screenrant.com/the-lost-bus-cast-guide-real-life-comparison/,https://static0.srcdn.com/wordpress/wp-content/uploads/2025/10/mcdlobu_g2001-cropped.jpg?w=1600&h=900&fit=crop,,"The Lost Bus is a suspenseful disaster drama that tells an inspiring true story within a tragic situation. Now streaming on Apple TV+, The Lost Bus centers on a heroic school bus driver who navigates… [+4220 chars]",
fcd9cfe6cdb4f0f09a3da325d34878fe,2025-10-03T22:22:33Z,'forest fire',dailycaller.com,en,0,"EXCLUSIVE: ‘Democrat Shutdown’ Could Fan Literal Flames, GOP Reps Warn","As the government shutdown drags on, some GOP members of the House Agriculture Committee warn that reduced forest management could worsen wildfire risks.",https://dailycaller.com/2025/10/03/exclusive-democrat-shutdown-could-fan-literal-flames-gop-reps-warn/,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2025/10/GettyImages-2230436950-scaled-e1759520324750.jpg",,"As the government shutdown drags on, some GOP members of the House Agriculture Committee warn that reduced forest management could increase the risks of intense wildfires.
Government funding lapsed … [+3651 chars]",
749502ca638cf89e6749209e7ccc5f63,2025-10-03T22:28:17Z,'bushfire',www.abc.net.au,en,0,Harry's trying to save Tasmania's 'alien' plants using people's backyards,"The backyards of ordinary Tasmanians are becoming urban climate refuges for a ""biobank"" of alpine plants threatened by climate change and bushfire.",https://www.abc.net.au/news/2025-10-04/backyard-biobanking-tasmania-alpine-plants-bushfire-threat/105730036,https://live-production.wcms.abc-cdn.net.au/97005f175e5cc149c8683b626ffb4a4c?impolicy=wcms_watermark_news&cropH=5253&cropW=9339&xPos=0&yPos=973&width=862&height=485&imformat=generic,,"Scattered across Tasmania's mountainous regions are ancient plants described by enthusiasts as ""alien"" and ""spectacular"".
Some of them transform entire hillsides into a crisp orange hue, others look… [+6315 chars]",
570b3caf5b67fc5f9508fe7fa505bea0,2025-10-04T06:36:48Z,'bushfire',www.abc.net.au,en,0,Campers evacuated as Moreton Island bushfire intensifies,"Campers on Moreton Island, off the coast of south-east Queensland, have been evacuated and nearby residents told to prepare to leave as a large, out-of-control bushfire burns in the island's north.",https://www.abc.net.au/news/2025-10-04/moreton-island-campers-evacuated-bushfire-intensifies/105852368,https://live-production.wcms.abc-cdn.net.au/637f093d31b8b9d9df161711d87e5ace?impolicy=wcms_watermark_news&cropH=844&cropW=1501&xPos=0&yPos=138&width=862&height=485&imformat=generic,,"Campers on Moreton Island have been evacuated and nearby residents told to prepare to leave as a large out-of-control bushfire burns in the island's north.
The fire broke out in dense national park … [+1647 chars]",
a2565240edb3c332ce485bceda879dc7,2025-10-04T11:00:00Z,'wildfire evacuation',www.npr.org,en,0,'The Lost Bus' brings you on board for a terrifying wildfire evacuation,Matthew McConaughey and America Ferrera star in the true story of a bus driver and a schoolteacher who bring a bus full of children to safety during California's devastating 2018 Camp Fire.,https://www.npr.org/2025/10/04/nx-s1-5558148/the-lost-bus-review,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3401x1911+0+138/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fa7%2Ff7%2F5697831f45478d75c5d69176d9cf%2Fthe-lost-bus-photo-0103.jpg,,"When I went to a screening of The Lost Bus at the Toronto International Film Festival last month, it was in a very big theater with a big screen and a big audience. The story of a bus driver and a sc… [+4434 chars]",
93b7c2b2296ce108ad0f2c31d635dd22,2025-10-04T19:55:31Z,'wildfire smoke',twistedsifter.com,en,0,Wildfire Smoke Can Travel Thousands Of Miles And Remain Dangerous According To New Paper,Wildfires are far more dangerous than previously believed.,http://twistedsifter.com/2025/10/wildfire-smoke-can-travel-thousands-of-miles-and-remain-dangerous-according-to-new-paper/,https://twistedsifter.com/wp-content/uploads/2025/09/Wildfires-1.jpg,,"Shutterstock
Wildfires can be absolutely devastating to the area where they burn. They destroy trees and other plants, kill countless wildlife animals, destroy homes, and can even kill those who liv… [+2371 chars]",
0686b8516c5a4c9f55bf9fa064138da0,2025-10-05T08:00:00Z,'wildfire hot',www.cbc.ca,en,0,Hikers can be citizen scientists in photo project documenting forest regrowth in Jasper,Hikers in Jasper National Park are being urged to help with a research project on the Old Fort Point trail. Three posts were installed along the hike so visitors can log photos to track tree regeneration following the 2024 wildfire.,https://www.cbc.ca/news/canada/edmonton/hikers-can-be-citizen-scientists-in-photo-project-documenting-forest-regrowth-in-jasper-1.7648369,https://i.cbc.ca/1.7648503.1759349016!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/jasper-photo-station.jpg?im=Resize%3D620,,"As visitors at Old Fort Point look out at the mosaic of burnt patches of forest from the Jasper wildfire, they see a vastly different landscape than they would have before July 2024. But that same ba… [+4207 chars]",
76ad367903ed557a8d9cd7842419054b,2025-10-05T12:02:41Z,'wildfire',financialpost.com,en,0,"Residents of fire-ravaged Saskatchewan village face housing squeeze, high prices","Brittany Holmgren has lived in her hometown her entire life. Denare Beach is where she’s enjoyed the outdoors with friends, got her first job and started a family — but it’s also where she lost nearly everything. In June, a wildfire tore through the northeast…",https://financialpost.com/pmn/residents-of-fire-ravaged-saskatchewan-village-face-housing-squeeze-high-prices,,,"Brittany Holmgren has lived in her hometown her entire life.
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city and across Canada.
<ul><li>Exclusive a… [+4956 chars]",
c51d2aebfc52bf676e8baefa12102ddf,2025-10-05T16:55:40Z,'forest fire',www.channelnewsasia.com,en,0,"Postecoglou under fire as Forest lose again, Palace's unbeaten run ends",NEWCASTLE :Newcastle United beat Nottingham Forest 2-0 to heap more pressure on Ange Postecoglou while Crystal Palace's club-record unbeaten run came to an end with defeat at Everton in the Premier League on Sunday. Bottom side Wolverhampton Wanderers were de…,https://www.channelnewsasia.com/sport/postecoglou-under-fire-forest-lose-again-palaces-unbeaten-run-ends-5385591,"https://dam.mediacorp.sg/image/upload/s--F00UptAx--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2025-10-05T165540Z_1_LYNXNPEL940AN_RTROPTP_3_SOCCER-ENGLAND-NEW-NFO.JPG?itok=GEydZGSJ",,NEWCASTLE :Newcastle United beat Nottingham Forest 2-0 to heap more pressure on Ange Postecoglou while Crystal Palace's club-record unbeaten run came to an end with defeat at Everton in the Premier L… [+2886 chars],
c69f6fb510a3724d4ae653c3711592e1,2025-10-05T17:50:40Z,'wildfire',www.cbc.ca,en,0,"Evacuees from Lake George wildfire 'feeling desperate,' says Kings County mayor",The mayor of the Municipality of the County of Kings says these are hard days for people displaced by the Lake George wildfire. An update from the Kings County Emergency Coordination Centre on Sunday said 205 evacuees had registered with the Canadian Red Cros…,https://www.cbc.ca/news/canada/nova-scotia/evacuees-from-lake-george-wildfire-feeling-desperate-says-kings-county-mayor-1.7651652,https://i.cbc.ca/1.7649108.1759413388!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/lake-george-fire.jpg?im=Resize%3D620,,"The mayor of the Municipality of the County of Kings says these are hard days for people displaced by the Lake George wildfire.
An update from the Kings County Emergency Coordination Centre on Sunda… [+1659 chars]",
