,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Polymarket,Polymarket,GPE,0.12500000,0.16666667,en,1.00000000,,-1,,,,,,
Kalshi,Kalshi,GPE,0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
northwestern Ontario,northwestern Ontario,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Northwestern Ontario,Northwestern Ontario,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kentuckyis,Kentuckyis,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mammoth Mountain,Mammoth Mountain,LOC,0.16325758,0.36363636,en,1.00000000,,-1,,,,,,
Lake County,Lake County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Tintina Fault,the Tintina Fault,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kelseyville,Kelseyville,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Western Australias,Western Australias,LOC,0.06666667,0.25000000,en,1.00000000,,-1,,,,,,
Castaic,Castaic,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Mid West city,the Mid West city,LOC,0.06111111,0.48333333,en,1.00000000,,-1,,,,,,
west Maui,west Maui,LOC,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
Nomad Studio,Nomad Studio,GPE,0.11666667,0.24444444,en,1.00000000,,-1,,,,,,
Sucker River,Sucker River,LOC,-0.30000000,0.50000000,en,1.00000000,,-1,,,,,,
Pisew,Pisew,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Island,South Island,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
sma,sma,GPE,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Gippsland,Gippsland,GPE,0.14818182,0.49727273,en,1.00000000,,-1,,,,,,
Southern Manitoba,Southern Manitoba,LOC,-0.10000000,0.00000000,en,1.00000000,,-1,,,,,,
Freeling,Freeling,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mid North,Mid North,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Greater Adelaide,Greater Adelaide,GPE,0.13333333,0.30000000,en,1.00000000,,-1,,,,,,
north Shuswap,north Shuswap,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Shuswap,Shuswap,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Uplands Trail,the Uplands Trail,LOC,-0.05000000,0.33333333,en,1.00000000,,-1,,,,,,
the Amazon Basin,the Amazon Basin,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mangrove Mountain,Mangrove Mountain,LOC,-0.16666667,0.43333333,en,1.00000000,,-1,,,,,,
NSW east coast,NSW east coast,LOC,-0.16666667,0.43333333,en,1.00000000,,-1,,,,,,
the NSW Central Coast,the NSW Central Coast,LOC,0.00000000,0.12500000,en,1.00000000,,-1,,,,,,
the Western United State…,the Western United State…,GPE,0.09375000,0.46875000,en,1.00000000,,-1,,,,,,
deadwood,deadwood,LOC,-0.16666667,0.43333333,en,1.00000000,,-1,,,,,,
Shirur,Shirur,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Pune,Pune,GPE,-0.10000000,0.25000000,en,1.00000000,16035299-X,1259229,X,18.51944400,73.85527700,ASIA,India,SAS
the Mount Underwood,the Mount Underwood,GPE,-0.15138889,0.35138889,en,1.00000000,,-1,,,,,,
SC,SC,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Californ… Charleston,Californ… Charleston,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Yosemite National Park,Yosemite National Park,GPE,0.23333333,0.56666667,en,1.00000000,,-1,,,,,,
North Side,North Side,LOC,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
"Zania Studio
","Zania Studio
",GPE,-0.05000000,0.00000000,en,1.00000000,,-1,,,,,,
Chinas,Chinas,GPE,-0.23333333,0.33333333,en,1.00000000,,-1,,,,,,
Sharbot Lake,Sharbot Lake,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Melissia,Melissia,GPE,0.09419643,0.45714286,en,1.00000000,,-1,,,,,,
Penteli,Penteli,GPE,0.18839286,0.91428571,en,1.00000000,,-1,,,,,,
Gold River,Gold River,LOC,-0.20000000,0.32500000,en,1.00000000,,-1,,,,,,
Cybertruck,Cybertruck,GPE,0.23333333,0.50000000,en,1.00000000,,-1,,,,,,
Akintimehin R,Akintimehin R,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Mount Rinjani National Park,Mount Rinjani National Park,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hudson Bay,Hudson Bay,LOC,0.40000000,0.96666667,en,1.00000000,,-1,,,,,,
Antarctica,Antarctica,LOC,0.40000000,0.96666667,en,1.00000000,,-1,,,,,,
Accor,Accor,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Plainview,Plainview,GPE,0.25000000,0.30000000,en,1.00000000,,-1,,,,,,
Silverton,Silverton,GPE,0.25000000,0.30000000,en,1.00000000,,-1,,,,,,
South Plains,South Plains,LOC,0.25000000,0.30000000,en,1.00000000,,-1,,,,,,
Que,Que,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vancouver Islands,Vancouver Islands,LOC,0.10333333,0.30666667,en,1.00000000,,-1,,,,,,
Aliso Canyon,Aliso Canyon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bridgewater,Bridgewater,GPE,-0.25000000,0.56250000,en,1.00000000,,-1,,,,,,
Big Bear Lake,Big Bear Lake,LOC,-0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
Pune village,Pune village,GPE,-0.20000000,0.00000000,en,1.00000000,,-1,,,,,,
The wooded area,The wooded area,LOC,0.26666667,0.56666667,en,1.00000000,,-1,,,,,,
Geneva,Geneva,GPE,0.00000000,0.00000000,en,1.00000000,4020137-5,2660646,X,46.20222200,6.14555500,EUROPE,Switzerland,WCE
Gregory,Gregory,GPE,0.05000000,0.24375000,en,1.00000000,,-1,,,,,,
the County’s Fire Department,the County’s Fire Department,GPE,-0.87500000,1.00000000,en,1.00000000,,-1,,,,,,
The County of Los Angeles,The County of Los Angeles,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
Corvallis,Corvallis,GPE,-0.10000000,0.46666667,en,1.00000000,,-1,,,,,,
Austin,Austin,GPE,0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
San Bernard,San Bernard,GPE,-0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
the wooded hills,the wooded hills,LOC,-0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
Washinton,Washinton,GPE,-0.52500000,0.70000000,en,1.00000000,,-1,,,,,,
Latin America,Latin America,LOC,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Chicagoland,Chicagoland,GPE,0.30000000,0.75000000,en,1.00000000,,-1,,,,,,
Gulf Coast,Gulf Coast,LOC,0.30000000,0.75000000,en,1.00000000,,-1,,,,,,
year Ireland,year Ireland,GPE,0.37500000,0.67500000,en,1.00000000,,-1,,,,,,
Lancets,Lancets,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Iceland,Iceland,GPE,0.06818182,0.35227273,en,1.00000000,4027754-9,2629691,X,65.00000000,-18.00000000,POLAR,Iceland,GIC
New Yorks,New Yorks,GPE,0.19545455,0.43484848,en,1.00000000,,-1,,,,,,
the Rambah area,the Rambah area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Winthrop,Winthrop,GPE,-0.52500000,0.70000000,en,1.00000000,,-1,,,,,,
Canadas Yukon,Canadas Yukon,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Newport,Newport,GPE,0.10000000,0.13333333,en,1.00000000,,-1,,,,,,
Outaouais,Outaouais,GPE,0.26666667,0.60000000,en,1.00000000,,-1,,,,,,
the County of Annapolis,the County of Annapolis,GPE,-0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
CANBERRA,CANBERRA,GPE,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
Adelaide Festival's,Adelaide Festival's,GPE,0.28333333,0.73333333,en,1.00000000,,-1,,,,,,
Seymour,Seymour,GPE,0.05000000,0.32500000,en,1.00000000,,-1,,,,,,
Verm,Verm,GPE,0.08333333,0.36111111,en,1.00000000,,-1,,,,,,
Vermont,Vermont,GPE,0.10454545,0.39848485,en,1.00000000,4063093-6,5242283,X,44.40000000,-72.74983000,NORTH-AMERICA,United States,ENA
PACIFIC PALISADES,PACIFIC PALISADES,GPE,0.06562500,0.47500000,en,1.00000000,,-1,,,,,,
Chubut,Chubut,GPE,0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Argentine Patagonia,Argentine Patagonia,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Gabriel,San Gabriel,LOC,-0.35000000,0.48333333,en,1.00000000,,-1,,,,,,
crisis'BBC,crisis'BBC,LOC,0.06428571,0.27619048,en,1.00000000,,-1,,,,,,
Walwa,Walwa,GPE,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
the Mount Lawson State Park,the Mount Lawson State Park,LOC,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Puerto Patriada,Puerto Patriada,GPE,0.07812500,0.35000000,en,1.00000000,,-1,,,,,,
Geelong,Geelong,GPE,-0.27500000,0.52500000,en,1.00000000,4363599-4,2165798,X,-38.14710900,144.36069000,OCEANIA,Australia,SAU
Mount Alexander,Mount Alexander,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ravenswood,Ravenswood,GPE,-0.15000000,0.80000000,en,1.00000000,,-1,,,,,,
Sunset Mesa,Sunset Mesa,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Kananaskis Country,Kananaskis Country,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Canmore,Canmore,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bow Valley's,Bow Valley's,GPE,0.17878788,0.48484848,en,1.00000000,,-1,,,,,,
SA,SA,GPE,-0.04166667,0.36666667,en,1.00000000,,-1,,,,,,
Masterton,Masterton,GPE,-0.15000000,0.33333333,en,1.00000000,4334698-4,2206890,X,-40.95971900,175.65749900,OCEANIA,New Zealand,NZ
SPOKANE,SPOKANE,GPE,0.05000000,0.50000000,en,1.00000000,,-1,,,,,,
NEWPORT,NEWPORT,GPE,-0.60000000,0.90000000,en,1.00000000,,-1,,,,,,
Eastern Plains,Eastern Plains,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Klamath,Klamath,GPE,0.11250000,0.52500000,en,1.00000000,,-1,,,,,,
Argentinas,Argentinas,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Aceh Barat District,Aceh Barat District,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Golden State’s,the Golden State’s,GPE,-0.08888889,0.51111111,en,1.00000000,,-1,,,,,,
the Otway Ranges,the Otway Ranges,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Gellibran,Gellibran,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Carlisle River,Carlisle River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Rocky Mountain High Art,Rocky Mountain High Art,LOC,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
South-West Victoria,South-West Victoria,LOC,-0.12500000,1.00000000,en,1.00000000,,-1,,,,,,
the east s,the east s,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
stremmas,stremmas,GPE,-0.00722222,0.49703704,en,1.00000000,,-1,,,,,,
BOGOTA,BOGOTA,GPE,-0.00317460,0.39920635,en,1.00000000,,-1,,,,,,
Stow,Stow,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
econo,econo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Los Angeles Hospitality,Los Angeles Hospitality,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PENDLETON,PENDLETON,GPE,0.40000000,0.70000000,en,1.00000000,,-1,,,,,,
the Upper Valley,the Upper Valley,LOC,0.12500000,0.16666667,en,1.00000000,,-1,,,,,,
FireSat,FireSat,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the South Americ,the South Americ,LOC,-0.10000000,0.21000000,en,1.00000000,,-1,,,,,,
Mount Compas,Mount Compas,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Tooperang,Tooperang,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
VIC,VIC,GPE,-0.04166667,0.36666667,en,1.00000000,,-1,,,,,,
Australias Victoria,Australias Victoria,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Mt Wombat,Mt Wombat,GPE,0.13333333,0.63333333,en,1.00000000,,-1,,,,,,
Mount Lawson,Mount Lawson,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
BLOOMINGTON,BLOOMINGTON,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Siena,Siena,GPE,0.30000000,0.30000000,en,1.00000000,4054903-3,3166548,X,43.32003900,11.33282900,EUROPE-AFRICA,Italy,MED
Wild Turkey Trail,Wild Turkey Trail,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Polis,Polis,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the United S,the United S,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
TX,TX,GPE,-0.10000000,0.05000000,en,1.00000000,,-1,,,,,,
Whanganui,Whanganui,LOC,0.15714286,0.41428571,en,1.00000000,4408466-3,2179670,X,-39.93332900,175.05000000,OCEANIA,New Zealand,NZ
Parikino,Parikino,GPE,0.15714286,0.41428571,en,1.00000000,,-1,,,,,,
a Deer Lake First Nation,a Deer Lake First Nation,LOC,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Bullsbrook-Upper Swan,Bullsbrook-Upper Swan,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Perths south eastern,Perths south eastern,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the New South Wales Mid North Coast,the New South Wales Mid North Coast,LOC,-0.01338384,0.43686869,en,1.00000000,,-1,,,,,,
the Mid North Coast,the Mid North Coast,LOC,-0.06666667,0.02222222,en,1.00000000,,-1,,,,,,
C.B.N.,C.B.N.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Dolphin Sands,Dolphin Sands,LOC,0.18750000,0.75000000,en,1.00000000,,-1,,,,,,
Silicon Valley,Silicon Valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Menlo Park,Menlo Park,GPE,0.18750000,0.37500000,en,1.00000000,,-1,,,,,,
Central Coast,Central Coast,LOC,0.00000000,0.17500000,en,1.00000000,,-1,,,,,,
Mid North Coast,Mid North Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southeast Asia,Southeast Asia,LOC,-0.33333333,0.33333333,en,1.00000000,,-1,,,,,,
Corowa,Corowa,GPE,0.06666667,0.22222222,en,1.00000000,,-1,,,,,,
Ind.,Ind.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Midwest WA,Midwest WA,GPE,-0.30000000,0.10000000,en,1.00000000,,-1,,,,,,
Warradarge,Warradarge,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Vatican City,Vatican City,GPE,0.35000000,0.65000000,en,1.00000000,4062404-3,3164670,X,41.90225000,12.45330000,EUROPE-AFRICA,Vatican,MED
consum,consum,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Morningstar,Morningstar,GPE,0.18750000,0.43750000,en,1.00000000,,-1,,,,,,
Trumpishness,Trumpishness,GPE,-0.27500000,0.50000000,en,1.00000000,,-1,,,,,,
Bollywood,Bollywood,GPE,-0.27500000,0.50000000,en,1.00000000,,-1,,,,,,
Hovea,Hovea,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Helena Valley,Helena Valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Greenmount,Greenmount,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Darlington,Darlington,GPE,0.00000000,0.00000000,en,1.00000000,4727533-9,2651513,X,54.52429000,-1.55038900,EUROPE,United Kingdom,NEU
Boya,Boya,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the LA Basin,the LA Basin,LOC,0.12500000,0.83333333,en,1.00000000,,-1,,,,,,
Eastern Siberia,Eastern Siberia,LOC,0.07500000,0.51250000,en,1.00000000,,-1,,,,,,
Petty Harbour,Petty Harbour,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mandurah,Mandurah,GPE,0.05714286,0.26428571,en,1.00000000,,-1,,,,,,
the State of Minnesota,the State of Minnesota,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Change14,Change14,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Muttarak,Muttarak,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
M.,M.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Malpede,Malpede,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
ev,ev,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North Atlantic,North Atlantic,LOC,0.07500000,0.51250000,en,1.00000000,,-1,,,,,,
Que.,Que.,GPE,0.10555556,0.63333333,en,1.00000000,,-1,,,,,,
Mandeville Canyon,Mandeville Canyon,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the City of St. John's,the City of St. John's,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
wildfiresand,wildfiresand,GPE,0.40000000,0.40000000,en,1.00000000,,-1,,,,,,
Magdeburg,Magdeburg,GPE,0.33333333,0.33333333,en,1.00000000,4036934-1,2874545,X,52.12750000,11.62916600,EUROPE,Germany,WCE
Eastern Canada,Eastern Canada,LOC,0.13333333,0.35000000,en,1.00000000,,-1,,,,,,
MADRID Spain,MADRID Spain,GPE,-0.00750000,0.37000000,en,1.00000000,,-1,,,,,,
Bridgetown,Bridgetown,GPE,-0.05000000,0.40000000,en,1.00000000,,-1,,,,,,
Camino de Santiago,Camino de Santiago,LOC,-0.26666667,1.26666667,en,1.00000000,,-1,,,,,,
Archuleta County,Archuleta County,GPE,-0.13333333,0.33333333,en,1.00000000,,-1,,,,,,
Pagosa Springs,Pagosa Springs,GPE,-0.16666667,1.06666667,en,1.00000000,,-1,,,,,,
Oak,Oak,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Ri,Ri,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Alaska Summit,Alaska Summit,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Picos de Europa mountains,Picos de Europa mountains,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
suppo,suppo,GPE,-0.01875000,0.30000000,en,1.00000000,,-1,,,,,,
the Utah Valley,the Utah Valley,LOC,0.15000000,0.25000000,en,1.00000000,,-1,,,,,,
Slate Canyon,Slate Canyon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Utah Valley,Utah Valley,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
The Boltres Creek,The Boltres Creek,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the City of Vernon,the City of Vernon,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
The City of Vernon,The City of Vernon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vernon,Vernon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Çanakkale,Çanakkale,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
the Western Slope,the Western Slope,LOC,0.45000000,0.85000000,en,1.00000000,,-1,,,,,,
Eagle County,Eagle County,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
The City of Port Alberni,The City of Port Alberni,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
The Mount Underwood,The Mount Underwood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Florida,South Florida,LOC,-0.35000000,1.39583333,en,1.00000000,,-1,,,,,,
Banjarmasin City,Banjarmasin City,GPE,-0.13333333,0.86666667,en,1.00000000,,-1,,,,,,
DNR,DNR,GPE,-0.07500000,0.40000000,en,1.00000000,,-1,,,,,,
the Treasure Valley,the Treasure Valley,LOC,-0.35000000,0.65000000,en,1.00000000,,-1,,,,,,
Central Oregon,Central Oregon,LOC,-0.01111111,1.61666667,en,1.00000000,,-1,,,,,,
Gardunha mountains,Gardunha mountains,LOC,0.08750000,0.28333333,en,1.00000000,,-1,,,,,,
Napa County,Napa County,GPE,-0.43333333,4.67500000,en,1.00000000,,-1,,,,,,
Sweetwater Lake,Sweetwater Lake,LOC,0.00000000,0.80000000,en,1.00000000,,-1,,,,,,
Amsterdam,Amsterdam,GPE,-0.07000000,0.26333333,en,1.00000000,4001783-7,2759794,X,52.37402900,4.88968900,EUROPE,The Netherlands,NEU
Mountain Ritual,Mountain Ritual,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Leyton,Leyton,GPE,0.10000000,0.65000000,en,1.00000000,,-1,,,,,,
Bosnia,Bosnia,GPE,0.17500000,0.27500000,en,1.00000000,,-1,,,,,,
Neum,Neum,GPE,0.17500000,0.27500000,en,1.00000000,7615535-3,3194514,X,42.92333000,17.61555900,EUROPE-AFRICA,Bosnia and Herzegovina,MED
Sa… ST,Sa… ST,GPE,-0.04444444,0.40000000,en,1.00000000,,-1,,,,,,
Sunnyside,Sunnyside,GPE,-0.04444444,0.40000000,en,1.00000000,,-1,,,,,,
Ecuador,Ecuador,GPE,0.00000000,0.00000000,en,1.00000000,4129321-6,3658394,X,-2.00000000,-77.50000000,SOUTH-AMERICA,Ecuador,NWS
Quito,Quito,GPE,0.00000000,0.00000000,en,1.00000000,4116883-5,3652462,X,-0.22985000,-78.52495000,SOUTH-AMERICA,Ecuador,NWS
Stoner Mesa,Stoner Mesa,GPE,0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
HIGH RIVER,HIGH RIVER,GPE,0.13200000,0.48800000,en,1.00000000,,-1,,,,,,
Bermuda,Bermuda,LOC,-0.17500000,0.30000000,en,1.00000000,4005759-8,3573345,X,32.33332900,-64.75000000,ATLANTIC,,NAO
East,East,LOC,-0.10000000,0.85000000,en,1.00000000,,-1,,,,,,
LAS VEGAS,LAS VEGAS,GPE,0.00250000,0.50500000,en,1.00000000,,-1,,,,,,
DETROIT,DETROIT,GPE,0.15357143,0.68214286,en,1.00000000,,-1,,,,,,
Gallipoli,Gallipoli,GPE,0.00000000,0.00000000,en,1.00000000,4214009-2,3176366,X,40.05555900,17.97638900,EUROPE-AFRICA,Italy,MED
South Coast,South Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Gulf,Gulf,LOC,0.37500000,0.87500000,en,1.00000000,,-1,,,,,,
northwest Leon,northwest Leon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
las,las,GPE,-0.16250000,0.48750000,en,1.00000000,,-1,,,,,,
frontover,frontover,GPE,0.04285714,0.44571429,en,1.00000000,,-1,,,,,,
Achaia,Achaia,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Arta,Arta,GPE,0.00000000,0.00000000,en,1.00000000,4221538-9,264559,X,39.16055900,20.98527900,EUROPE-AFRICA,Greece,MED
Preveza,Preveza,GPE,0.00000000,0.50000000,en,1.00000000,4496630-1,254698,X,38.95000000,20.75000000,EUROPE-AFRICA,,MED
Zakynthos,Zakynthos,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Kaminia,Kaminia,GPE,0.09416667,0.52666667,en,1.00000000,,-1,,,,,,
Bayers Lake,Bayers Lake,LOC,-0.31250000,0.43750000,en,1.00000000,,-1,,,,,,
Montenegro,Montenegro,GPE,-0.40000000,0.60000000,en,1.00000000,4040163-7,3194884,X,42.50000000,19.30000000,EUROPE-AFRICA,Montenegro,MED
Greeces,Greeces,GPE,-0.02000000,0.26000000,en,1.00000000,,-1,,,,,,
Patras,Patras,GPE,-0.16000000,2.74750000,en,1.00000000,4115867-2,255683,X,38.24443900,21.73443900,EUROPE-AFRICA,Greece,MED
the Robie Creek Area,the Robie Creek Area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Atlantic Canada,Atlantic Canada,LOC,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Maple Hills,Maple Hills,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hit Bay Area,Hit Bay Area,LOC,-0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Lanaudière,Lanaudière,GPE,0.12500000,0.63333333,en,1.00000000,,-1,,,,,,
Montreal,Montreal,GPE,0.16041667,2.06666667,en,1.00000000,4040188-1,6174335,X,47.33344900,-79.43296900,NORTH-AMERICA,Canada,ENA
Newfo,Newfo,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Mount Underwood,Mount Underwood,GPE,0.14166667,2.46666667,en,1.00000000,,-1,,,,,,
Megafire,Megafire,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
Bethsaida,Bethsaida,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
el-Araj,el-Araj,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Sea of Galilee,the Sea of Galilee,LOC,-0.05138889,0.34305556,en,1.00000000,,-1,,,,,,
GORMAN,GORMAN,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Freshwater,Freshwater,GPE,0.06818182,0.22727273,en,1.00000000,1314276085,2649069,X,50.68361100,-1.52611100,EUROPE,United Kingdom,NEU
Upper East Side,Upper East Side,LOC,0.16666667,0.25000000,en,1.00000000,,-1,,,,,,
tinderboxes,tinderboxes,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cherywood,Cherywood,GPE,0.25000000,0.85000000,en,1.00000000,,-1,,,,,,
Queensferry,Queensferry,GPE,0.06666667,0.30000000,en,1.00000000,,-1,,,,,,
jaguarundi,jaguarundi,GPE,0.06666667,0.30000000,en,1.00000000,,-1,,,,,,
Beijing,Beijing,GPE,0.06666667,0.30000000,en,1.00000000,4075971-4,1816670,X,39.90750000,116.39722200,ASIA,China,EAS
Mountain Brook,Mountain Brook,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
River Canyon,River Canyon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Trancoso,Trancoso,GPE,-0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
Türkiyes,Türkiyes,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ont,Ont,GPE,1.00000000,1.25000000,en,1.00000000,,-1,,,,,,
Kirkfield,Kirkfield,GPE,1.00000000,1.25000000,en,1.00000000,,-1,,,,,,
Kawartha Lakes,Kawartha Lakes,LOC,1.00000000,1.25000000,en,1.00000000,,-1,,,,,,
Luxembourg,Luxembourg,GPE,0.07500000,0.22500000,en,1.00000000,,-1,,,,,,
Heat Blasts Cyprus,Heat Blasts Cyprus,GPE,-0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
Ticknock,Ticknock,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cherrywood,Cherrywood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
